step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy
91,1.249448537826538,0.6647058725357056,-1,-1
92,1.4227372407913208,0.6279069781303406,-1,-1
93,1.325445294380188,0.6535542011260986,0.9419687164050562,0.6655092592592593
94,1.001803994178772,0.7127483487129211,-1,-1
95,1.0331138372421265,0.7173739075660706,-1,-1
96,1.3741923570632935,0.6314879059791565,-1,-1
97,0.9754181504249573,0.727192223072052,1.229732828816091,0.6185476815398075
98,0.9869573712348938,0.7355043888092041,-1,-1
99,1.2013994455337524,0.6625708937644958,-1,-1
100,0.9467241168022156,0.7385740280151367,-1,-1
101,1.0210767984390259,0.70686274766922,0.8870765002998146,0.7010135135135135
102,1.307474970817566,0.6424825191497803,-1,-1
103,1.2665446996688843,0.6733238101005554,-1,-1
104,1.1659409999847412,0.6965699195861816,-1,-1
105,1.2418979406356812,0.6664144992828369,1.076763507894394,0.6363636363636364
106,1.178727626800537,0.6654960513114929,-1,-1
107,0.9996821880340576,0.717756986618042,-1,-1
108,1.1109172105789185,0.663755476474762,-1,-1
109,1.1577190160751343,0.7198901772499084,1.0981123504638672,0.5944
110,1.1248801946640015,0.6793960928916931,-1,-1
111,1.3863351345062256,0.6360968351364136,-1,-1
112,1.1829321384429932,0.6609145998954773,-1,-1
113,1.0388920307159424,0.7318059206008911,1.0925096923790025,0.6629213483146067
114,1.2243191003799438,0.66912442445755,-1,-1
115,1.2931402921676636,0.6467218399047852,-1,-1
116,1.0788450241088867,0.7258713245391846,-1,-1
117,1.3689457178115845,0.6523681879043579,1.2509013628401346,0.5949696444058976
118,1.2657212018966675,0.6716049313545227,-1,-1
119,1.2699739933013916,0.6233453750610352,-1,-1
120,1.4158885478973389,0.637107789516449,-1,-1
121,1.2023526430130005,0.670861542224884,1.065551293677971,0.6229508196721312
122,1.209234595298767,0.6915078163146973,-1,-1
123,1.527779459953308,0.6187050342559814,-1,-1
124,0.8221226334571838,0.7620481848716736,-1,-1
125,1.1686445474624634,0.6833469867706299,1.2111474168586973,0.6378002528445006
126,0.9032562971115112,0.7587786316871643,-1,-1
127,1.3190821409225464,0.6447688341140747,-1,-1
128,1.3168489933013916,0.6495152711868286,-1,-1
129,1.060485601425171,0.7064555287361145,1.408090646686472,0.5439914163090128
130,1.3539552688598633,0.6357913613319397,-1,-1
131,1.0732735395431519,0.7073656320571899,-1,-1
132,1.2101948261260986,0.6806596517562866,-1,-1
133,1.178174376487732,0.6896551847457886,1.2228711514735966,0.6250999200639489
134,1.3834633827209473,0.6292725801467896,-1,-1
135,1.3475266695022583,0.6253443360328674,-1,-1
136,0.7110702991485596,0.794559121131897,-1,-1
137,1.05531907081604,0.7120253443717957,1.2266332668279591,0.6205211726384365
138,0.8301165103912354,0.7581930756568909,-1,-1
139,1.2071770429611206,0.6717467904090881,-1,-1
140,1.3331691026687622,0.6233140826225281,-1,-1
141,1.1489759683609009,0.7073922157287598,1.3133488217111953,0.5925361766945926
142,1.2836575508117676,0.6612499952316284,-1,-1
143,1.260135293006897,0.6565183401107788,-1,-1
144,1.1870323419570923,0.694915235042572,-1,-1
145,0.9677126407623291,0.7274618744850159,0.9559453825974189,0.642504118616145
146,1.2285414934158325,0.6578341126441956,-1,-1
147,1.236344337463379,0.6792009472846985,-1,-1
148,1.0048768520355225,0.7281553149223328,-1,-1
149,0.7339696884155273,0.7821011543273926,1.1577339633075512,0.6400966183574879
150,0.9202021956443787,0.7465240359306335,-1,-1
151,1.1550376415252686,0.6812182664871216,-1,-1
152,0.8180948495864868,0.7607777118682861,-1,-1
153,1.4827666282653809,0.641573965549469,1.149124264717102,0.6588235294117647
154,0.8768923282623291,0.741830050945282,-1,-1
155,0.8915116190910339,0.7331440448760986,-1,-1
156,1.1083762645721436,0.6987951993942261,-1,-1
157,1.1154271364212036,0.6951602697372437,1.1186423399010483,0.6726190476190477
158,1.3141827583312988,0.6542253494262695,-1,-1
159,1.274698257446289,0.6740237474441528,-1,-1
160,1.2250896692276,0.6642575263977051,-1,-1
161,1.4051108360290527,0.6471067667007446,1.1224514887142856,0.6357214934409687
162,1.2796632051467896,0.66213458776474,-1,-1
163,1.0844312906265259,0.7095032334327698,-1,-1
164,1.0238243341445923,0.6991942524909973,-1,-1
165,1.067440152168274,0.714853048324585,1.2001130643643831,0.618421052631579
166,0.9250255227088928,0.7319363951683044,-1,-1
167,1.0252666473388672,0.7026515007019043,-1,-1
168,1.6091028451919556,0.604651153087616,-1,-1
169,1.1549643278121948,0.6764106154441833,1.0685286185724272,0.6575539568345323
170,1.1782602071762085,0.6651933789253235,-1,-1
171,1.2039779424667358,0.6891891956329346,-1,-1
172,1.1252124309539795,0.7065015435218811,-1,-1
173,1.0189305543899536,0.7150706648826599,1.497006909662145,0.5528531337698784
174,1.291869878768921,0.6508355140686035,-1,-1
175,1.2027353048324585,0.6553819179534912,-1,-1
176,1.0827534198760986,0.722795844078064,-1,-1
177,1.435440182685852,0.6369426846504211,1.135061512677584,0.647419072615923
178,1.2458120584487915,0.6387351751327515,-1,-1
179,1.3291276693344116,0.6359999775886536,-1,-1
180,1.467323899269104,0.6143079400062561,-1,-1
181,1.187408447265625,0.6755386590957642,1.3083620983011581,0.6051470588235294
182,0.8887871503829956,0.7463456392288208,-1,-1
183,1.1785141229629517,0.6768447756767273,-1,-1
184,0.8696780800819397,0.7359198927879333,-1,-1
185,1.1275101900100708,0.6733238101005554,1.2316460392957815,0.6319018404907976
186,1.3814115524291992,0.6153184175491333,-1,-1
187,1.2801777124404907,0.6711568832397461,-1,-1
188,1.4433257579803467,0.603275716304779,-1,-1
189,1.1776624917984009,0.6678200960159302,1.243318736326941,0.635596794601434
190,1.1259355545043945,0.7016434669494629,-1,-1
191,1.1971832513809204,0.6875,-1,-1
192,1.1387732028961182,0.6748595237731934,-1,-1
193,1.3342249393463135,0.642241358757019,0.9099304286148848,0.6487935656836461
194,0.9717329740524292,0.7307098507881165,-1,-1
195,1.0553423166275024,0.6927322745323181,-1,-1
196,1.2777200937271118,0.6471571922302246,-1,-1
197,1.128119945526123,0.6915384531021118,1.008226026367371,0.6438767843726522
198,1.2655831575393677,0.6691659092903137,-1,-1
199,1.1652942895889282,0.7067474126815796,-1,-1
200,1.145347237586975,0.6887115240097046,-1,-1
201,1.0153347253799438,0.7296099066734314,1.0238779722068394,0.6391912908242613
202,0.908336877822876,0.7420262694358826,-1,-1
203,0.9848535060882568,0.7306249737739563,-1,-1
204,1.2120264768600464,0.6564885377883911,-1,-1
205,1.3357216119766235,0.6389132142066956,1.1272435645877097,0.6434189826953329
206,1.2429059743881226,0.6632747650146484,-1,-1
207,1.2231296300888062,0.6623897552490234,-1,-1
208,1.7623456716537476,0.5565293431282043,-1,-1
209,1.0420470237731934,0.7093949317932129,0.8355668462993768,0.687548942834769
210,1.0141139030456543,0.7090532183647156,-1,-1
211,1.1030189990997314,0.6970534324645996,-1,-1
212,1.251061201095581,0.6693419218063354,-1,-1
213,1.1615687608718872,0.6741803288459778,1.323470021058069,0.6050523721503389
214,1.3340281248092651,0.6471544504165649,-1,-1
215,1.1185261011123657,0.706778347492218,-1,-1
216,0.7047130465507507,0.7989031076431274,-1,-1
217,1.0134133100509644,0.7294228672981262,0.8896465962128158,0.7059690493736183
218,1.1808767318725586,0.6966783404350281,-1,-1
219,1.1373424530029297,0.71033775806427,-1,-1
220,1.2302967309951782,0.6743227243423462,-1,-1
221,1.0245027542114258,0.726244330406189,1.076915200823635,0.6670235546038544
222,1.117463231086731,0.7147541046142578,-1,-1
223,0.916590690612793,0.7232323288917542,-1,-1
224,1.096496820449829,0.7227205038070679,-1,-1
225,1.105501651763916,0.70705246925354,1.4651068869888673,0.6247689463955638
226,1.0562180280685425,0.6965265274047852,-1,-1
227,0.8769915699958801,0.74106365442276,-1,-1
228,1.3389344215393066,0.6552179455757141,-1,-1
229,1.352062463760376,0.6337209343910217,0.9454415655501968,0.6453537936913896
230,0.9939959049224854,0.7060333490371704,-1,-1
231,1.363646149635315,0.6337522268295288,-1,-1
232,1.0855752229690552,0.6992054581642151,-1,-1
233,1.0644731521606445,0.695348858833313,1.2240473236618237,0.61400512382579
234,1.2542591094970703,0.6710323691368103,-1,-1
235,1.2799971103668213,0.6710914373397827,-1,-1
236,1.2482408285140991,0.6601671576499939,-1,-1
237,1.0208086967468262,0.6952264308929443,1.1461391637767602,0.6312217194570136
238,1.071684718132019,0.7165668606758118,-1,-1
239,1.106730580329895,0.6992537379264832,-1,-1
240,0.9070954918861389,0.7209705114364624,-1,-1
241,0.9307552576065063,0.7295873761177063,1.006849552154541,0.632
242,0.9589896202087402,0.7200000286102295,-1,-1
243,1.249136209487915,0.6751322746276855,-1,-1
244,1.3102972507476807,0.6457023024559021,-1,-1
245,1.4318002462387085,0.6570770740509033,1.2986103362225472,0.5787234042553191
246,1.2387115955352783,0.6758034229278564,-1,-1
247,1.142430305480957,0.7022251486778259,-1,-1
248,1.088519811630249,0.6992084383964539,-1,-1
249,1.298715353012085,0.6435797810554504,1.152798234957523,0.6227544910179641
250,1.3340641260147095,0.661066472530365,-1,-1
251,0.9827408194541931,0.7213872671127319,-1,-1
252,1.2565499544143677,0.6785992383956909,-1,-1
253,0.9719107151031494,0.7242614030838013,1.0398904832742981,0.6587570621468927
254,1.1288197040557861,0.7016293406486511,-1,-1
255,1.451631784439087,0.6246334314346313,-1,-1
256,1.109371542930603,0.6824894547462463,-1,-1
257,1.2470499277114868,0.6484535932540894,1.175360110110987,0.6515609264853978
258,1.0741726160049438,0.7091836929321289,-1,-1
259,0.895014762878418,0.7368420958518982,-1,-1
260,1.0658427476882935,0.7135627269744873,-1,-1
261,0.9956487417221069,0.72555011510849,1.1238830935323603,0.6332263242375602
262,0.8722363114356995,0.7444897890090942,-1,-1
263,1.1186784505844116,0.6695187091827393,-1,-1
264,1.0797340869903564,0.6830769181251526,-1,-1
265,0.957446277141571,0.751861035823822,1.1557670513262548,0.6357615894039735
266,0.9643074870109558,0.7423494458198547,-1,-1
267,0.9423507452011108,0.7263486981391907,-1,-1
268,1.1411079168319702,0.674217164516449,-1,-1
269,1.2185821533203125,0.669926643371582,1.2033809082372546,0.6262814538676608
270,1.0397964715957642,0.7201365232467651,-1,-1
271,1.1699178218841553,0.6785370707511902,-1,-1
272,1.2704546451568604,0.6721649765968323,-1,-1
273,1.3116034269332886,0.6500396132469177,1.1936183512337395,0.5923566878980892
274,1.1389483213424683,0.6736613512039185,-1,-1
275,1.0663256645202637,0.6625412702560425,-1,-1
276,0.9190686941146851,0.7558718919754028,-1,-1
277,0.9278493523597717,0.7304075360298157,0.9082544592856637,0.6626231993934799
278,1.065527319908142,0.6899999976158142,-1,-1
279,0.8123291730880737,0.7631754279136658,-1,-1
280,1.197831153869629,0.6761487722396851,-1,-1
281,1.0320813655853271,0.715435266494751,1.1165003948341674,0.6027263875365141
282,1.546617031097412,0.5969191193580627,-1,-1
283,1.109968900680542,0.672340452671051,-1,-1
284,1.1913410425186157,0.6655011773109436,-1,-1
285,0.8196566104888916,0.7656701803207397,0.9000589930492898,0.6771739130434783
286,1.1928809881210327,0.6756453514099121,-1,-1
287,1.389951229095459,0.6508108377456665,-1,-1
288,1.2347538471221924,0.679969310760498,-1,-1
289,0.9875391721725464,0.7269737124443054,1.1516490748000248,0.6351931330472103
290,1.2714804410934448,0.668185293674469,-1,-1
291,1.0595542192459106,0.7165308594703674,-1,-1
292,1.0780690908432007,0.6719706058502197,-1,-1
293,0.8972651362419128,0.7287278771400452,1.3247160857659852,0.5689525244913338
294,1.2404143810272217,0.6622922420501709,-1,-1
295,1.0217899084091187,0.6894689202308655,-1,-1
296,0.835468590259552,0.7694588303565979,-1,-1
297,1.0294524431228638,0.7085391879081726,0.997830979936235,0.6496496496496497
298,1.026934266090393,0.7055039405822754,-1,-1
299,0.8560537099838257,0.7431749105453491,-1,-1
300,1.164254069328308,0.6808379292488098,-1,-1
301,0.9062498211860657,0.7338027954101562,1.0984832959683988,0.6173913043478261
302,1.1418540477752686,0.6921241283416748,-1,-1
303,1.0561931133270264,0.710721492767334,-1,-1
304,1.1401407718658447,0.6764705777168274,-1,-1
305,1.1421239376068115,0.7273550629615784,0.8353207200320799,0.7201492537313433
306,1.171130895614624,0.6750853061676025,-1,-1
307,1.0820772647857666,0.6942148804664612,-1,-1
308,1.2410463094711304,0.6857143044471741,-1,-1
309,0.8722927570343018,0.769477903842926,1.2278254631838184,0.6170026292725679
310,1.2301530838012695,0.6726546883583069,-1,-1
311,1.1678330898284912,0.7100234627723694,-1,-1
312,1.138613224029541,0.6584158539772034,-1,-1
313,1.1163424253463745,0.6802943348884583,1.1271200910527654,0.625531914893617
314,0.9304878115653992,0.7457786202430725,-1,-1
315,0.9658504724502563,0.7164480090141296,-1,-1
316,1.2457369565963745,0.6798336505889893,-1,-1
317,1.0066691637039185,0.7264069318771362,1.0928834890871841,0.6776139410187667
318,1.449663519859314,0.6219081282615662,-1,-1
319,1.2790502309799194,0.6495643854141235,-1,-1
320,0.9897286891937256,0.7034949064254761,-1,-1
321,1.116392970085144,0.6837915778160095,1.4305102152702136,0.5710059171597633
322,1.0873359441757202,0.7206611633300781,-1,-1
323,1.0445297956466675,0.7003816962242126,-1,-1
324,1.01069974899292,0.7024866938591003,-1,-1
325,0.8952047824859619,0.7290640473365784,1.156780462478944,0.6328217237308147
326,1.1356186866760254,0.6823394298553467,-1,-1
327,1.2357395887374878,0.700507640838623,-1,-1
328,0.9567070603370667,0.7231237292289734,-1,-1
329,1.4389078617095947,0.6279342770576477,1.504927394981671,0.5592105263157895
330,1.0814281702041626,0.7085019946098328,-1,-1
331,1.2528846263885498,0.678657054901123,-1,-1
332,1.1698545217514038,0.6741071343421936,-1,-1
333,1.1637177467346191,0.6857326626777649,1.2104126368774335,0.6175507531106745
334,0.9263480305671692,0.7390146255493164,-1,-1
335,1.2694668769836426,0.6592592597007751,-1,-1
336,1.4107236862182617,0.6216681003570557,-1,-1
337,0.9626083970069885,0.7478005886077881,1.0628470875243679,0.6168437025796661
338,1.002992033958435,0.7066569328308105,-1,-1
339,0.9652559161186218,0.7226322293281555,-1,-1
340,1.0479241609573364,0.7237569093704224,-1,-1
341,1.0476853847503662,0.7124497890472412,1.3395144142480282,0.5835654596100278
342,1.4473786354064941,0.6156824827194214,-1,-1
343,1.0556315183639526,0.6890410780906677,-1,-1
344,1.0337275266647339,0.7032301425933838,-1,-1
345,1.1142750978469849,0.6759927868843079,1.0860173916742746,0.6359875904860393
346,1.3566100597381592,0.6469648480415344,-1,-1
347,0.964535653591156,0.7339200973510742,-1,-1
348,0.8497238755226135,0.741708517074585,-1,-1
349,1.1087467670440674,0.7209141254425049,1.0516552124580327,0.5961070559610706
350,1.0055525302886963,0.717420220375061,-1,-1
351,1.0183030366897583,0.7147147059440613,-1,-1
352,1.5147522687911987,0.5925140976905823,-1,-1
353,0.9976903200149536,0.728654146194458,1.0630597432454427,0.6515873015873016
354,0.890857458114624,0.7445855140686035,-1,-1
355,1.031091332435608,0.7191011309623718,-1,-1
356,1.0189679861068726,0.7048860192298889,-1,-1
357,0.9343924522399902,0.732758641242981,0.8393352340164069,0.6704718417047184
358,1.3901572227478027,0.6215384602546692,-1,-1
359,1.0735465288162231,0.6785714030265808,-1,-1
360,0.7789292931556702,0.8086367249488831,-1,-1
361,1.2969456911087036,0.6716269850730896,0.9054970574156146,0.6915887850467289
362,1.310685634613037,0.6619452238082886,-1,-1
363,1.0064533948898315,0.7345678806304932,-1,-1
364,1.3108569383621216,0.6466610431671143,-1,-1
365,1.0352771282196045,0.715829610824585,1.1848347151338956,0.5990016638935108
366,1.3919358253479004,0.6241196990013123,-1,-1
367,1.4508161544799805,0.6457810997962952,-1,-1
368,0.9920356869697571,0.7358044385910034,-1,-1
369,1.3381701707839966,0.6476595997810364,1.1391100471485776,0.6274787535410765
370,1.3037607669830322,0.6310861706733704,-1,-1
371,1.4071236848831177,0.6033965945243835,-1,-1
372,1.1468051671981812,0.6847133636474609,-1,-1
373,1.219151496887207,0.6636171936988831,1.3012381735118295,0.6080971659919029
374,1.2757350206375122,0.6530373692512512,-1,-1
375,1.0294969081878662,0.7213520407676697,-1,-1
376,1.1340655088424683,0.6689655184745789,-1,-1
377,1.3645890951156616,0.6394640803337097,1.203430463267505,0.5989445910290238
378,1.140997290611267,0.699521541595459,-1,-1
379,1.3296053409576416,0.6633663177490234,-1,-1
380,1.0736397504806519,0.7100591659545898,-1,-1
381,0.8982966542243958,0.7503899931907654,1.330953104325817,0.5910607071380921
382,1.3199081420898438,0.6570196747779846,-1,-1
383,1.4635459184646606,0.6214178204536438,-1,-1
384,1.2718697786331177,0.6611111164093018,-1,-1
385,1.0968880653381348,0.6909246444702148,1.0830636731936765,0.6177703269069572
386,1.1795859336853027,0.6927979588508606,-1,-1
387,1.4088490009307861,0.6358163952827454,-1,-1
388,1.252108097076416,0.6441947817802429,-1,-1
389,0.9203957319259644,0.731191873550415,1.547157960429276,0.5556711758584808
390,1.1684859991073608,0.6758928298950195,-1,-1
391,1.0083812475204468,0.7290502786636353,-1,-1
392,0.956367015838623,0.7364864945411682,-1,-1
393,1.3456376791000366,0.6084529757499695,1.1483517733736168,0.6288585786073223
394,1.3141950368881226,0.6714193224906921,-1,-1
395,0.8761047124862671,0.746391773223877,-1,-1
396,0.8229566812515259,0.771672785282135,-1,-1
397,1.0401865243911743,0.6967905163764954,0.8134988689750331,0.7036082474226805
398,1.414908528327942,0.6311010122299194,-1,-1
399,1.1479257345199585,0.6947852969169617,-1,-1
400,1.2771815061569214,0.6539841890335083,-1,-1
401,1.4275530576705933,0.6175166368484497,0.8903022212717916,0.658516707416463
402,1.4374960660934448,0.6121437549591064,-1,-1
403,0.5965648293495178,0.8212766051292419,-1,-1
404,1.289754867553711,0.6607970595359802,-1,-1
405,1.0387948751449585,0.7145135402679443,1.0276416701239508,0.6341698841698842
406,1.0047048330307007,0.6931964159011841,-1,-1
407,1.0869942903518677,0.6910275220870972,-1,-1
408,1.1048383712768555,0.6830906867980957,-1,-1
409,1.3674204349517822,0.5956416726112366,1.0341699678247624,0.6363636363636364
410,0.9356833696365356,0.7348130941390991,-1,-1
411,1.0028265714645386,0.7055068016052246,-1,-1
412,1.0660794973373413,0.7016683220863342,-1,-1
413,0.7225242853164673,0.778110921382904,0.8850899087829349,0.6852871754523997
414,1.1775058507919312,0.6897048354148865,-1,-1
415,0.985008716583252,0.7439024448394775,-1,-1
416,1.0371057987213135,0.7167207598686218,-1,-1
417,1.0619181394577026,0.7059999704360962,1.0119968848720564,0.6640569395017794
418,1.3153287172317505,0.6507666110992432,-1,-1
419,1.32094407081604,0.6447010636329651,-1,-1
420,0.8570965528488159,0.740963876247406,-1,-1
421,0.7769874930381775,0.7797029614448547,0.811689583472325,0.7267311988086373
422,1.3798972368240356,0.6237941980361938,-1,-1
423,1.23243248462677,0.6668789982795715,-1,-1
424,1.320167064666748,0.6332430243492126,-1,-1
425,1.3453811407089233,0.6429118514060974,1.2442277891128963,0.5815176558978212
426,1.2304048538208008,0.696450412273407,-1,-1
427,1.2100449800491333,0.6656346917152405,-1,-1
428,1.138702392578125,0.7061128616333008,-1,-1
429,1.158908486366272,0.6825962662696838,1.0560426296672754,0.6509872241579558
430,1.230385422706604,0.6761184334754944,-1,-1
431,1.0062294006347656,0.7177280783653259,-1,-1
432,0.7915254831314087,0.7811526656150818,-1,-1
433,0.9656554460525513,0.727393627166748,1.3272449177622005,0.5589403973509933
434,0.8878569602966309,0.7241379022598267,-1,-1
435,0.9714714884757996,0.7330173850059509,-1,-1
436,1.0314422845840454,0.7136706113815308,-1,-1
437,1.3256839513778687,0.6470588445663452,1.273560601311761,0.631578947368421
438,1.1034170389175415,0.7187278866767883,-1,-1
439,1.049767017364502,0.7437874674797058,-1,-1
440,1.1602181196212769,0.7164835333824158,-1,-1
441,1.279392957687378,0.6633499264717102,0.97557253388042,0.6372053872053872
442,1.0634069442749023,0.7039105892181396,-1,-1
443,1.2035962343215942,0.6703979969024658,-1,-1
444,0.9306141138076782,0.7378205060958862,-1,-1
445,1.1667518615722656,0.675000011920929,1.063368602750223,0.6488056810845707
446,1.0187054872512817,0.7107601165771484,-1,-1
447,1.2748955488204956,0.6450892686843872,-1,-1
448,0.9061129093170166,0.725301206111908,-1,-1
449,1.081838846206665,0.7286366820335388,1.1371482140521278,0.639226914817466
450,0.8568247556686401,0.7657266855239868,-1,-1
451,1.0691016912460327,0.7198879718780518,-1,-1
452,1.2991015911102295,0.6554332971572876,-1,-1
453,1.0063400268554688,0.7245222926139832,0.8678146403187675,0.6661170651277823
454,1.133497714996338,0.6847946643829346,-1,-1
455,1.1197055578231812,0.6847911477088928,-1,-1
456,1.0331863164901733,0.7054741978645325,-1,-1
457,1.0088123083114624,0.7214377522468567,0.967596006890138,0.6536458333333334
458,1.4229464530944824,0.6317734122276306,-1,-1
459,1.3218351602554321,0.6748251914978027,-1,-1
460,1.0864531993865967,0.7077977657318115,-1,-1
461,0.7602464556694031,0.7677364945411682,0.8842180051723448,0.6647058823529411
462,1.2475260496139526,0.6721698045730591,-1,-1
463,1.0105764865875244,0.7180579304695129,-1,-1
464,1.3550084829330444,0.6671838760375977,-1,-1
465,0.9109620451927185,0.7480176091194153,1.7469901682725593,0.5
466,1.152214527130127,0.6748526692390442,-1,-1
467,1.261077642440796,0.6628308296203613,-1,-1
468,0.9553959369659424,0.7406923770904541,-1,-1
469,1.105620265007019,0.682894766330719,0.9184269883991343,0.668141592920354
470,0.9549224972724915,0.7421524524688721,-1,-1
471,1.121994972229004,0.6995983719825745,-1,-1
472,0.9092583656311035,0.7461430430412292,-1,-1
473,1.3602018356323242,0.6181606650352478,1.3198767969499092,0.5669835782195333
474,0.8324111104011536,0.7682926654815674,-1,-1
475,1.1694086790084839,0.6899371147155762,-1,-1
476,1.1093093156814575,0.7058457732200623,-1,-1
477,1.2525376081466675,0.6647361516952515,1.10625110609683,0.6011560693641619
478,0.9757359027862549,0.7306245565414429,-1,-1
479,1.1454830169677734,0.6807881593704224,-1,-1
480,1.323298692703247,0.6516079902648926,-1,-1
481,1.3094130754470825,0.6549295783042908,1.4364107943317288,0.5857632933104632
482,1.2564785480499268,0.6626983880996704,-1,-1
483,1.3417377471923828,0.639843761920929,-1,-1
484,1.2873671054840088,0.629047155380249,-1,-1
485,1.1852972507476807,0.6787564754486084,1.228788218634738,0.5903257650542941
486,1.5232926607131958,0.6077953577041626,-1,-1
487,1.1221137046813965,0.6801661252975464,-1,-1
